,No,Tweet,Comment,Domain,Label
4195,4196,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,eh iyaaa scan barcode dulu baru ntar difotohabis itu foto ditunjukin di tempat check in nya betul kmren pake garudaemojiemojiemoji aku sampe bingung hwkwkkwemoji bandara juanda sih kemarin ini last january,Health,Pro
4196,4197,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,wkwk akhir ada yg suara jg soal bgini kalo terbang dari jakarta aman sih tapi dari daerah ke jkt itu keren bgt pake mesin yg hasil harus foto,Health,Pro Sarcasm
4197,4198,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,gw kemaren januari make citilink di terminal 3 suta langsung sat set masuk bang cukup scan aja dari yg gw baca replynya lumayan bedabeda kaya ga rata aja gt,Health,Contra
4198,4199,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kalau bisa ribet ngapain mudah,Health,Pro Sarcasm
4199,4200,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,e gw waktu itu suruh tugas supaya langsung aja ke loket gausah ngisi2 di apk pl apalagi mesin biar cepet tpi org2 pada tetep ga dengerin tugas wkwk,Health,Neutral
4200,4201,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,lah kok ubah lagi saya januari dpscgk gak perlu validasi2 langsung cek ini kyk biasa lalu nunjukin pl yang perlu validasi trus foto itu waktu sep 2021 orang gak punya diri apa bikin atur gak bisa lurus,Health,Neutral
4201,4202,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,salah satu aplikasi yg tidak ada di hp saya peduli lindung uselesssssss,Health,Uncorrelated
4202,4203,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,mention di ssq gin kan emoji,Health,Uncorrelated
4203,4204,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,pernah waktu di salah satu bandara di kalimantan karena udah yakin cuma cek peduli lindung jadi skip cek foto di layar mesin tsb lah kok nyata wajib ngefoto itu dulu alhasil kudu balik dan jarak lumayan jingaaan,Health,Pro
4204,4205,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,gausah jauh2 ke apps barubyg harusny udah jauh lebih mutakhir ektp aja di minta potokopiannya terus emojiemoji ini sbenernya udah beneran elektronik gasih anyyiingg,Health,Pro
4205,4206,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kalo ada politis nanti ngetweet soal metaverse dan digitalisasi bla bla bla bullshit sudah harus kita rame rame komen pukimak,Health,Pro
4206,4207,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,sama kalo begitu gan gw jg ngalamin kemarin serasa aneh,Health,Pro
4207,4208,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,lucu lg pas ada polisi razia prokes tanya kartu vaksin manaksh tunjuk sertifikat vaksin di pedulilindungieh ngemojil ttp minta kartu vaksinkesel nggak tuh,Health,Pro
4208,4209,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,nahiyaa udah scan di macem mesin ira udah kan yaaa asal nyelonong aee kita eh panggil trus hp peduli lindungunyaa foto ini digitalisasi model anget2 tai kucing aeeemoji,Health,Pro
4209,4210,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,saya sudah beberapa kali pakai lay on gak pernah tanya hasil di mesin validasi awal dulu iya tapi akhirakhir ini cukup tunjukin ktp dan bukti mesan tiket di konter check in,Health,Contra
4210,4211,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,gw udh pcr 1x antigen 2x ga ada tu data di app peduli lindung kelas bandara aja ada tempat buat ngeprint hasil swab ya apa yg lu harepin dr negara yg masih minta fotokopi ktp buat administrasi,Health,Pro
4211,4212,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kemaren gua gaada begini ya dari cgk maupun balik,Health,Contra
4212,4213,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,saya sdh beberapa kali terbang ga ribet kok cuma tunjukin di peduli lindung selesai mau pake garuda citilink lion group,Health,Contra
4213,4214,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,ini arti gantung kelola stasiunbandaranya soal saya di solo masih dengan cara foto itu tapi di bal udah langsung jadi satu sama pas checkin tanpa validasi di depan pintu berangkat,Health,Contra
4214,4215,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,pernah denger siklus ajar,Health,Uncorrelated
4215,4216,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,iya ya knp diperibet padahal udh digitalisasi kata dan hardcopynya jg dibalikin mereka semua butuh nama dan foto juga nomor kartudokumen aja padahal hmmm,Health,Pro
4216,4217,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,lahhh keluh yang sama juga kita udah swab di tempat yang integrasi dengan pedulilindungi harap itu bisa lebih efektif dan efisien saat di bandara tp tetap saja manual ceunahhh trus buat apa pedulilindungi,Health,Pro
4217,4218,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,di soetta yang ga ribet validasi dll cuma garuda aja pas ngecek tiket sekali cek peduli lindung jadi cuma kayak cek in biasa kayak jaman dulu,Health,Neutral
4218,4219,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,ih bener waktu flight ke bpn kemaren tu bingung si konsep gmn apa guna dong tu aplikasi kalo kita masih harus validasi manual gt masih lebih canggih kai dong data kita verifikasi peduli lindung lgsg,Health,Pro
4219,4220,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,panjang stnk online lewat sambara abis bayar bayar dapet ereceipt buat dituker jadi eskkp pas sampe di samsat eskkp nya harus di print out lagi padahal udah ada barcode,Health,Uncorrelated
4220,4221,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,wkwkwkwk waktu pas balik dr bal juga gt pas sampe suta mau validasi ehac kan antri ada bbrpa yg apps pdl nya reconnecting tugas blg yg appsnya reconnec bisa lngsung lahhh,Health,Pro
4221,4222,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,waktu pulang ke bandung gitu juga dari bpnmending daftar pake scan qr code aja daripada bikin antri harus nulis ulang kyk gitu smiley,Health,Pro
4222,4223,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,baru jadi kmrn di bandara pku suruh validasi mesin dan foto bolak balik 2x padahal gw udh nunjukin diapp duli lindung dan tetep harus foto tu layar mesin emoji,Health,Pro
4223,4224,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,tapi gue minggu lalu cuma masukin data ke mesin kalo terang boleh terbang yang ga perlu validasi manual lagi,Health,Neutral
4224,4225,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,ini atur baru apa ya aku akhir tahun dri labu bajo ke bal cuma scan barcode antigen di pintu masuk udah di dlm ga ada lagi,Health,Neutral
4225,4226,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,itu sering jadi apes ketemu orang yang betul gaptek dan bawa banyak keluarga otomatis nunggunya jadi lama,Health,Pro
4226,4227,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,wkwk aku dulu juga udah mau telat naik pesawat trus pas validasi data di komputer ga kesimpen foto pas periksa dicariin foto aku tawarin pake peduli lindung aja eh ga bisa paksa balik lagi buat fotoemoji,Health,Pro
4227,4228,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,metaverse akan happens sistem foto trus tunjukin ke mbak cara manual kayak ya bakal masih adaemojiemoji,Health,Neutral
4228,4229,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,nah iya waktu itu juga gin di bandara kirain pas data hasil pcr udah connect ke peduli lindung bakal lebih mudah proses mana baterai hp saya udah mau abis waktu itu,Health,Pro
4229,4230,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,Health,Pro
4230,4231,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,bahahahahahaha metaverse di depan mata,Health,Neutral
4231,4232,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,di bandara juga gin nih jd foto lagi terus tunjuk ke bagi ticketing emoji,Health,Pro
4232,4233,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,hahaa bener nih kemaren di juanda lucu aja sih ngefoto layar mesin gitu padahal kan ada qr code kirain langsung di scan doang wkwk,Health,Pro
4233,4234,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,inti nih di indo apa msh aja pake hardcopy sdgkn negara luar yg udh maju gabutuh lg begitu emg nyusahin kdg,Health,Pro
4234,4235,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kok gw kemaren kemaren cuman nunjukin covid test peduli lindung ya apa karna skrng omicron naek jadi lebih ribet,Health,Neutral
4235,4236,mau flight nunjukin data swab pcr gue di peduli lindung suruh mbak validasi di mesin gitu terus layar mesin di foto terus foto di tunjukin ke mbak 40 digitalisasi metaverse fix bgt cuma bakal jadi slogan politis belaka pukimak,kalo mau 40 generasi boomer sama birokrasi sampah harus ilang dulu,Health,Neutral
